"Address3","County (name)","CloseDate","EstablishmentName","EstablishmentNumber","OpenDate","EstablishmentStatus (name)","Gender (name)","HeadFirstName","HeadHonours","HeadLastName","HeadPreferredJobTitle","HeadTitle (name)","LastChangedDate","LA (name)","LA (code)","Locality","Postcode","PreviousEstablishmentNumber","PreviousLA (name)","PreviousLA (code)","ReasonEstablishmentClosed (name)","ReasonEstablishmentOpened (name)","StatutoryHighAge","StatutoryLowAge","Street","TelephoneNum","TelephoneSTD","Town","TypeOfEstablishment (name)","UKPRN","URN","WebsiteAddress","OfficialSixthForm (name)","FEHEIdentifier","FurtherEducationType (name)","PhaseOfEducation (name)","AdmissionsPolicy (name)","Boarders (name)","BoardingEstablishment (name)","Diocese (name)","OfstedLastInsp","PercentageFSM","RegisteredEY (name)","ReligiousCharacter (name)","SchoolCapacity","MainSpecialism2 (name)","SecondarySpecialism2 (name)","Trusts (name)","TrustSchoolFlag (name)","Federations (name)","FederationFlag (name)","SchoolSponsors (name)","SchoolSponsorFlag (name)","StudioSchoolIndicator (name)","GSSLACode (name)","ASCHighestAge","ASCLowestAge","Boys2","Boys3","Boys4a","Boys4b","Boys4c","Boys5","Boys6","Boys7","Boys8","Boys9","Boys10","Boys11","Boys12","Boys13","Boys14","Boys15","Boys16","Boys17","Boys18","Boys19plus","CensusDate","Girls2andUnder","Girls3","Girls4a","Girls4b","Girls4c","Girls5","Girls6","Girls7","Girls8","Girls9","Girls10","Girls11","Girls12","Girls13","Girls14","Girls15","Girls16","Girls17","Girls18","Girls19plus","NumberOfBoys","NumberOfGirls","NumberOfPupils","AdministrativeWard (name)","GOR (name)","LLSC (name)","LSOA (name)","MSOA (name)","ParliamentaryConstituency (name)","UrbanRural (name)","Easting","Northing","MainSpecialism1 (name)","SecondarySpecialism1 (name)","FreshStart (name)","HP_Leading_Option_1 (name)","HP_Leading_Option_2 (name)","HP_Leading_Option_3 (name)","InvestorInPeople (name)","OfstedSpecialMeasures (name)","PFI (name)","SpecialClasses (name)","TeenMothPlaces","TeenMoth (name)","ApprovedNumberBoardersSpecial","SpecialPupils","CCF (name)","FTProv (name)","EdByOther (name)","EBD (name)","SENPRU (name)","SEN1 (name)","SEN2 (name)","SEN3 (name)","Section41Approved (name)"
"","West Midlands","","Nishkam Primary School Birmingham",2032,"06-09-2011","Open","Mixed","Narinder","","Brach","Headteacher","","16-02-2015","Birmingham","330","Handsworth","B21 9SN","","","999","","New Provision",11,4,"1-7 Soho Road","6476890","0121","Birmingham","Free Schools",10035247,137492,"www.nishkamschooltrust.org","Does not have a sixth form","","","Primary","Not applicable","No Boarders","","Not applicable","11-06-2013","5.7","","Sikh",478,"","","Nishkam School Trust","Linked to a multi-academy trust","","Not applicable","","-","Not applicable","E08000025",9,4,"0","0","14","5","12","22","27","33","32","3","0","0","0","0","0","0","0","0","0","0","16-01-2014","0","0","4","10","14","37","33","27","21","4","0","0","0","0","0","0","0","0","0","0","150","150","298","Soho","West Midlands","","Birmingham 039E","Birmingham 039","Birmingham, Ladywood","Urban > 10k - less sparse",405245,289229,"","","Not applicable","","","","Uninvolved at present","Not in special measures","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"","Lancashire","","Maharishi Free School",6018,"07-09-2011","Open","Mixed","Derek","","Cassells","Headteacher","Dr","16-02-2015","Lancashire","888","Lathom","L40 6JJ",6078,"Pre LGR (1998) Lancashire","923","","New Provision",16,4,"Cobbs Brow Lane","729912","01695","Ormskirk","Free Schools",10016827,137498,"www.maharishischool.com","Does not have a sixth form","","Not applicable","All Through","Comprehensive","No Boarders","","Not applicable","03-07-2013","11.9","Not applicable","None",216,"Not applicable","Not applicable","Maharishi School Trust Limited","Linked to a trust/single academy trust","","Not applicable","","-","Not applicable","E10000017",16,4,"0","0","3","x","4","9","10","7","9","6","10","8","9","7","8","6","x","0","0","0","16-01-2014","0","0","3","x","4","8","8","11","8","12","9","7","9","7","10","6","0","0","0","0","100","105","202","Ashurst","North West","Lancashire","West Lancashire 009A","West Lancashire 009","West Lancashire","Town and Fringe - less sparse",348267,408453,"Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Uninvolved at present","Not in special measures","Not part of PFI","No Special Classes","","Not applicable","",0,"Not applicable","","Not applicable","Not applicable","Not applicable","","","","Not applicable"
"","","","School 21",4001,"21-08-2012","Open","Mixed","Peter","","Hyman","","Mr","08-08-2014","Newham","316","","E15 4RZ",2003,"","999","","New Provision",18,4,"Pitchford Street","31373921","020","Stratford","Free Schools",10037498,138196,"","Has a sixth form","","","All Through","Comprehensive","No Boarders","","Not applicable","17-06-2014","41.9","","",1200,"","","School 21","Linked to a multi-academy trust","","Not applicable","","-","Not applicable","E09000025",12,4,"0","0","14","10","10","42","0","0","0","0","0","44","46","0","0","0","0","0","0","0","16-01-2014","0","0","11","7","19","29","0","0","0","0","0","29","30","0","0","0","0","0","0","0","165","125","291","Stratford and New Town","London","","Newham 012D","Newham 012","West Ham","Urban > 10k - less sparse",539083,184063,"","","Not applicable","","","","Uninvolved at present","Not in special measures","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"","Cheshire","","Sandymoor",4000,"14-08-2012","Open","Mixed","Andrew","","Green-Howard","","Mr","16-02-2015","Halton","876","Sandymoor","WA7 1QU",2000,"","999","","New Provision",18,11,"Wharford Lane","571383","01928","Runcorn","Free Schools",10037497,138198,"www.sandymoorschool.org.uk","Has a sixth form","","","Secondary","Comprehensive","No Boarders","","Not applicable","16-01-2014","15.4","","None",300,"","","Sandymoor Free School","Linked to a trust/single academy trust","","Not applicable","","-","Not applicable","E06000006",14,11,"0","0","0","0","0","0","0","0","0","0","0","35","11","11","x","0","0","0","0","0","16-01-2014","0","0","0","0","0","0","0","0","0","0","0","28","7","8","3","0","0","0","0","0","60","45","104","Mersey","North West","","Halton 012E","Halton 012","Halton","Urban > 10k - less sparse",356414,383281,"","","Not applicable","","","","Uninvolved at present","Not in special measures","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"","Bedfordshire","","Central Bedfordshire UTC",4000,"30-08-2012","Open","Mixed","Robert","","Shore","Headteacher","","12-11-2014","Central Bedfordshire","823","Kingsland Skills Centre","LU5 5PY",2000,"Bedford","822","","New Provision",19,14,"Parkside Drive","867756","01582","Houghton Regis","University Technical College",10037496,138199,"www.centralbedsutc.org","Has a sixth form","","","Secondary","Comprehensive","No Boarders","","Not applicable","18-03-2014","10.5","","None",600,"","","Central Bedfordshire UTC Trust Limited","Linked to a trust/single academy trust","","Not applicable","","-","Not applicable","E06000056",19,13,"0","0","0","0","0","0","0","0","0","0","0","0","0","x","29","5","19","13","x","7","16-01-2014","0","0","0","0","0","0","0","0","0","0","0","0","0","0","x","x","x","x","x","x","100","5","105","Parkside","East of England","","South Bedfordshire 007A","South Bedfordshire 007","South West Bedfordshire","Urban > 10k - less sparse",503033,224917,"","","Not applicable","","","","Uninvolved at present","In special measures","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"","West Midlands","","Perry Beeches II The Free School",4002,"28-08-2012","Open","Mixed","Jackie","","Powell","","Mrs","22-07-2014","Birmingham","330","Ladywood","B3 1SJ",2037,"","999","","New Provision",18,11,"Newhall Street","3604242","0121","Birmingham","Free Schools",10038737,138200,"","Has a sixth form","","","Secondary","Comprehensive","No Boarders","","Not applicable","29-04-2014","57.2","","None",620,"","","Perry Beeches The Academy Trust","Linked to a multi-academy trust","","Not applicable","Perry Beeches The Academy Trust","Linked to a sponsor","Not applicable","E08000025",18,11,"0","0","0","0","0","0","0","0","0","0","0","60","54","0","0","0","18","10","x","0","16-01-2014","0","0","0","0","0","0","0","0","0","0","0","52","49","0","0","0","17","14","0","0","145","130","275","Ladywood","West Midlands","","Birmingham 059F","Birmingham 059","Birmingham, Ladywood","Urban > 10k - less sparse",406394,287322,"","","Not applicable","","","","Uninvolved at present","Not in special measures","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"","Hertfordshire","","Hatfield Community Free School",2004,"28-08-2012","Open","Mixed","Sue","","Attard","","Dr","08-07-2014","Hertfordshire","919","","AL10 8ES","","","999","","New Provision",11,4,"Briars Lane","276018","01707","Hatfield","Free Schools",10037499,138201,"","Does not have a sixth form","","","Primary","Not applicable","No Boarders","","Not applicable","20-05-2014","14.2","","None",420,"","","Hatfield Community Free School","Linked to a trust/single academy trust","","Not applicable","","-","Not applicable","E10000015",5,4,"0","0","8","12","8","36","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16-01-2014","0","0","16","6","10","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","65","55","120","Hatfield West","East of England","","Welwyn Hatfield 012C","Welwyn Hatfield 012","Welwyn Hatfield","Urban > 10k - less sparse",522333,208197,"","","Not applicable","","","","Uninvolved at present","Not in special measures","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"","Not applicable","","Wapping High School",4000,"28-08-2012","Open","Mixed","Karin","","Rowsell","","Mrs","20-01-2015","Tower Hamlets","211","","E1 2DA",2006,"","999","","New Provision",16,11,"153 Commercial Road","71936337","020","London","Free Schools",10038743,138202,"www.wappinghigh.org","Does not have a sixth form","","","Secondary","Comprehensive","No Boarders","","Not applicable","27-03-2014","38.5","","None",420,"","","Wapping and Shadwell Secondaery Education Trust, The","Linked to a trust/single academy trust","","Not applicable","","-","Not applicable","E09000030",12,11,"0","0","0","0","0","0","0","0","0","0","0","40","25","0","0","0","0","0","0","0","16-01-2014","0","0","0","0","0","0","0","0","0","0","0","34","18","0","0","0","0","0","0","0","65","50","117","Whitechapel","London","","Tower Hamlets 021C","Tower Hamlets 021","Bethnal Green and Bow","Urban > 10k - less sparse",534642,181343,"","","Not applicable","","","","Uninvolved at present","Not in special measures","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"","Not applicable","","Kingfisher Hall Primary Academy",2013,"03-08-2012","Open","Mixed","Matthew","","Laban","","Mr","16-02-2015","Enfield","308","","EN3 7GB","","","999","","New Provision",11,3,"40 The Ride","83449890","020","Enfield","Free Schools",10038153,138203,"http://kingfisherhall.schooljotter2.com/home","Does not have a sixth form","","","Primary","Not applicable","No Boarders","","Not applicable","18-06-2014","34.2","","None",480,"","","Cuckoo Hall Academies Trust","Linked to a multi-academy trust","","Not applicable","","-","Not applicable","E09000010",5,3,"0","17","8","6","17","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16-01-2014","0","19","10","6","13","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80","75","156","Enfield Highway","London","","Enfield 012A","Enfield 012","Enfield North","Urban > 10k - less sparse",535371,196589,"","","Not applicable","","","","Uninvolved at present","Not in special measures","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"","Lancashire","","Tauheedul Islam Boys' High School",4000,"28-08-2012","Open","Boys","Linda","","Thompson","","Mrs","24-06-2014","Blackburn with Darwen","889","Little Harwood","BB1 5PE",2003,"","999","","New Provision",18,11,"Robinson Street","918670","01254","Blackburn","Free Schools",10038740,138220,"","Has a sixth form","","","Secondary","Comprehensive","","","Not applicable","25-03-2014","11","","Muslim",700,"","","Tauheedul Education Trust","Linked to a multi-academy trust","","Not applicable","Tauheedul Schools' Trust","Linked to a sponsor","Not applicable","E06000008",14,11,"0","0","0","0","0","0","0","0","0","0","0","101","78","74","x","0","0","0","0","0","16-01-2014","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","255","0","254","Little Harwood","North West","","Blackburn with Darwen 003D","Blackburn with Darwen 003","Blackburn","Urban > 10k - less sparse",369612,429223,"","","Not applicable","","","","Uninvolved at present","Not in special measures","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"","West Midlands","","Aston University Engineering Academy",4003,"28-08-2012","Open","Mixed","Lee","","Kilgour","Principal","Mr","08-08-2014","Birmingham","330","","B7 4AG",2038,"","999","","New Provision",19,14,"1 Lister Street","3800570","0121","Birmingham","University Technical College",10037492,138222,"www.auea.co.uk","Has a sixth form","","","Secondary","Comprehensive","No Boarders","","Not applicable","04-06-2014","23.2","","Does not apply",600,"and Science (Designated)","","Aston University Engineering Academy Birmingham","Linked to a trust/single academy trust","","Not applicable","","-","Not applicable","E08000025",18,14,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","79","54","73","42","11","0","16-01-2014","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","5","11","14","x","0","260","35","295","Nechells","West Midlands","","Birmingham 050D","Birmingham 050","Birmingham, Ladywood","Urban > 10k - less sparse",407809,287905,"Engineering (Designated)","","Not applicable","","","","Uninvolved at present","Not in special measures","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"","Leicestershire","","The Midland Studio College Hinckley",4006,"20-07-2012","Open","Mixed","Dan","","Rosser","","Mr","02-02-2015","Leicestershire","855","","LE10 1HQ",2005,"","999","","New Provision",19,14,"Spa Lane","76243202","024","Hinckley","Studio Schools",10037988,138223,"","Has a sixth form","","","Secondary","Comprehensive","No Boarders","","Not applicable","12-02-2014","9.7","","Does not apply",300,"","","Midland Academies Trust, The","Linked to a multi-academy trust","","Not applicable","The Midland Academies Trust","Linked to a sponsor","Not applicable","E10000018",19,14,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","47","42","4","5","0","x","16-01-2014","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","28","4","x","x","0","100","60","161","Hinckley Castle","East Midlands","","Hinckley and Bosworth 010B","Hinckley and Bosworth 010","Bosworth","Urban > 10k - less sparse",443296,293970,"","","Not applicable","","","","Uninvolved at present","Not in special measures","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"","Hertfordshire","","The Da Vinci Studio School of Science and Engineering",4002,"29-08-2012","Open","Mixed","Donna","","Lodge","","Ms","29-11-2014","Hertfordshire","919","","SG1 1LA",2018,"","999","","New Provision",19,14,"Monkswood Way","423040","01462","Stevenage","Studio Schools",10038724,138225,"","Has a sixth form","","","Secondary","Comprehensive","No Boarders","","Not applicable","28-01-2014","19.6","","Does not apply",400,"","","North Hertfordshire Studio School Trust, The","Linked to a multi-academy trust","","Not applicable","North Hertfordshire Studio Schools Trust","Linked to a sponsor","Not applicable","E10000015",19,14,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","56","26","49","41","19","7","16-01-2014","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19","11","12","14","5","x","200","65","261","Roebuck","East of England","","Stevenage 011D","Stevenage 011","Stevenage","Urban > 10k - less sparse",523982,223557,"","","Not applicable","","","","Uninvolved at present","Not in special measures","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"","Surrey","","Cobham Free School",2006,"15-08-2012","Open","Mixed","Michaela","","Khatib","","Mrs","16-02-2015","Surrey","936","","KT11 1JJ","","","999","","New Provision",18,4,"91-93 Portsmouth Road","953026","01932","Cobham","Free Schools",10037490,138226,"","Has a sixth form","","","All Through","Not applicable","No Boarders","","Not applicable","14-05-2014","5.2","","Does not apply",1008,"","","Cobham Free School Trust","Linked to a trust/single academy trust","","Not applicable","","-","Not applicable","E10000030",8,4,"0","0","6","3","7","11","11","16","15","0","0","0","0","0","0","0","0","0","0","0","16-01-2014","0","0","3","x","3","12","12","7","8","0","0","0","0","0","0","0","0","0","0","0","70","45","115","Cobham Fairmile","South East","","Elmbridge 017F","Elmbridge 017","Esher and Walton","Urban > 10k - less sparse",510538,160565,"","","Not applicable","","","","Uninvolved at present","Not in special measures","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
